89.	Stevens	73 965
90.	Walsh	73 208
91.	Hunter	72 547
92.	Thomson	71 616
93.	Matthews	70 610
94.	Ross	70 274
95.	Owen	69 870
96.	Mason	69 708
97.	Knight	69 522
98.	Kennedy	69 299
99.	Butler	69 298
100.	Saunders	69 004
101.	Cole	68 854
102.	Pearce	68 707
103.	Dean	68 073
104.	Foster	67 675
105.	Harvey	67 231
106.	Hudson	66 488
107.	Gibson	66 246
108.	Mills	65 966
109.	Berry	65 022
110.	Barnes	64 291
111.	Pearson	64 156
112.	Kaur	63 969
113.	Booth	63 239
114.	Dixon	63 151
115.	Grant	63 130
116.	Gordon	62 747
117.	Lane	62 226
118.	Harper	61 606
119.	Ali	61 008
120.	Hart	60 683
121.	Mcdonald	60 431
122.	Brooks	59 633
123.	Ryan	59 545
124.	Carr	59 130
125.	Macdonald	58 450
126.	Hamilton	58 170
127.	Johnston	58 060
128.	West	57 780
129.	Gill	57 716
130.	Dawson	57 637
131.	Armstrong	56 917
132.	Gardner	56 314
133.	Stone	55 920
134.	Andrews	55 371
135.	Williamson	55 302
136.	Barker	55 092
137.	George	54 666
138.	Fisher	54 294
139.	Cunningham	54 280
140.	Watts	54 124
141.	Webb	54 036
142.	Lawrence	53 575
143.	Bradley	52 955
144.	Jenkins	52 608
145.	Wells	52 410
146.	Chambers	52 399
147.	Spencer	52 194
148.	Poole	52 038
149.	Atkinson	51 520
150.	Lawson	50 971
151.	Day	50 489
152.	Woods	50 230
153.	Rees	50 058
154.	Fraser	49 924
155.	Black	49 851
156.	Fletcher	49 725
157.	Hussain	49 663
158.	Willis	49 648
159.	Marsh	49 438
160.	Ahmed	49 385
161.	Doyle	49 093
162.	Lowe	48 795
163.	Burns	48 179
164.	Hopkins	48 145
165.	Nicholson	47 947
166.	Parry	47 611
167.	Newman	47 474
168.	Jordan	47 311
169.	Henderson	46 745
170.	Howard	46 513
171.	Barrett	46 507
172.	Burton	46 432
173.	Riley	46 323
174.	Porter	45 820
175.	Byrne	44 686
176.	Houghton	44 528
177.	John	44 411
178.	Perry	44 306
179.	Baxter	44 182
180.	Ball	43 967
181.	Mccarthy	43 841
182.	Elliott	43 810
183.	Burke	43 670
184.	Gallagher	43 183
185.	Duncan	43 107
186.	Cooke	42 991
187.	Austin	42 785
188.	Read	42 641
189.	Wallace	42 601
190.	Hawkins	42 543
191.	Hayes	42 475
192.	Francis	42 437
193.	Sutton	42 393
194.	Davidson	42 349
195.	Sharp	42 266
196.	Holland	41 869
197.	Moss	40 964
198.	May	40 836
199.	Bates	40 781
200.	Morrison	40 765
201.	Bob	40 761
202.	Oliver	40 678
203.	Kemp	40 614
204.	Page	40 554
205.	Arnold	40 053
206.	Shah	39 981
207.	Stevenson	39 857
208.	Ford	39 580
209.	Potter	39 355
210.	Flynn	39 193
211.	Warren	39 108
212.	Kent	38 924
213.	Alexander	38 849
214.	Field	38 753
215.	Freeman	38 498
216.	Begum	38 176
217.	Rhodes	37 989
218.	O neill	37 778
219.	Middleton	37 567
220.	Payne	37 552
221.	Stephenson	37 457
222.	Pritchard	37 155
223.	Gregory	36 854
224.	Bond	36 816
225.	Webster	36 737
226.	Dunn	36 674
227.	Donnelly	36 450
228.	Lucas	36 021
229.	Long	36 011
230.	Jarvis	35 979
231.	Cross	35 736
232.	Stephens	35 599
233.	Reed	35 264
234.	Coleman	35 258
235.	Nicholls	35 101
236.	Bull	35 010
237.	Bartlett	34 909
238.	O brien	34 834
239.	Curtis	34 681
240.	Bird	34 628
241.	Patterson	34 527
242.	Tucker	34 442
243.	Bryant	34 091
244.	Lynch	34 075
245.	Mackenzie	34 001
246.	Ferguson	33 983
247.	Cameron	33 846
248.	Lopez	33 832
249.	Haynes	33 812
250.	Bolton	33 800
251.	Hardy	33 773
252.	Heath	33 647
253.	Davey	33 556
254.	Rice	33 363
255.	Jacobs	32 761
256.	Parsons	32 698
257.	Ashton	32 675
258.	Robson	32 669
259.	French	32 541
260.	Farrell	32 195
261.	Walton	32 149
262.	Gilbert	32 131
263.	Mcintyre	32 129
264.	Newton	32 089
265.	Norman	32 054
266.	Higgins	31 950
267.	Hodgson	31 895
268.	Sutherland	31 784
269.	Kay	31 520
270.	Bishop	31 479
271.	Burgess	31 473
272.	Simmons	31 386
273.	Hutchinson	31 369
274.	Moran	31 308
275.	Frost	31 298
276.	Sharma	31 288
277.	Slater	31 226
278.	Greenwood	31 203
279.	Kirk	31 170
280.	Fernandez	31 117
281.	Garcia	31 015
283.	Daniel	30 918
284.	Beattie	30 886
285.	Maxwell	30 847
286.	Todd	30 590
287.	Charles	30 449
288.	Paul	30 300
289.	Crawford	30 292
290.	O connor	30 271
291.	Park	30 076
292.	Forrest	30 021
293.	Love	29 973
294.	Rowland	29 927
295.	Connolly	29 874
296.	Sheppard	29 653
297.	Harding	29 560
298.	Banks	29 546
299.	Rowe	29 371
300.	Humphreys	29 354
301.	Garner	29 329
302.	Glover	29 288
303.	Sanderson	29 206
304.	Jeffery	29 162
305.	Goodwin	29 123
306.	Hewitt	29 075
307.	Daniels	28 941
309.	Sullivan	28 749
310.	Yates	28 728
311.	Howe	28 660
312.	Mackay	28 580
313.	Hammond	28 475
314.	Carpenter	28 409
315.	Miles	28 381
316.	Brady	28 356
317.	Preston	28 339
318.	Mcleod	28 324
319.	Lambert	28 257
320.	Knowles	28 130
321.	Leigh	28 126
322.	Hope	28 038
323.	Atherton	28 009
324.	Barton	27 999
325.	Finch	27 884
326.	Blake	27 815
327.	Fuller	27 759
328.	Henry	27 687
329.	Coates	27 653
330.	Hobbs	27 628
331.	Morton	27 623
332.	Howells	27 604
333.	Davison	27 581
334.	Owens	27 527
335.	Gough	27 524
336.	Dennis	27 421
337.	Wilkins	27 345
338.	Duffy	27 243
339.	Woodward	27 224
340.	Griffin	27 171
341.	Bloggs	27 096
342.	Paterson	27 085
343.	Charlton	26 783
344.	Vincent	26 729
345.	Wall	26 639
346.	Bowen	26 623
347.	Browne	26 591
348.	Donaldson	26 551
349.	Rodgers	26 511
350.	Christie	26 473
351.	Gibbons	26 441
352.	Wheeler	26 247
353.	Smart	26 231
354.	Steele	25 977
355.	Bentley	25 966
356.	Quinn	25 904
357.	Hartley	25 898
358.	Barnett	25 891
359.	Randall	25 883
360.	Sweeney	25 870
361.	Fowler	25 828
362.	Allan	25 789
363.	Brennan	25 766
364.	Douglas	25 657
365.	Holt	25 641
366.	Howell	25 632
367.	Bowden	25 626
368.	Cartwright	25 336
369.	Baird	25 304
370.	Watkins	25 289
371.	Kerr	25 206
372.	Dickson	25 093
373.	Benson	24 978
374.	Goddard	24 951
375.	Millar	24 890
376.	Broadhurst	24 880
377.	Doherty	24 816
378.	Holden	24 657
379.	Singh	24 642
380.	Tait	24 601
381.	Reilly	24 599
382.	Thorne	24 587
383.	Wyatt	24 526
384.	Power	24 494
386.	Lord	24 407
387.	Nelson	24 288
388.	Hilton	24 273
389.	Adam	24 252
390.	Mcgregor	24 224
391.	Mclean	24 181
392.	Walters	24 165
393.	Jennings	24 142
394.	Lindsay	24 137
395.	Nash	24 098
396.	Hancock	24 000
397.	Hooper	23 961
398.	Carroll	23 627
399.	Silva	23 579
400.	Chadwick	23 507
401.	Abbott	23 469
402.	Stuart	23 460
403.	Mellor	23 458
404.	Seymour	23 455
405.	Boyd	23 445
406.	Perkins	23 317
407.	Dale	23 235
408.	Mann	23 156
409.	Mac	23 149
410.	Haines	23 109
411.	Whelan	23 102
412.	Peters	23 073
413.	Obrien	23 070
414.	Savage	23 054
415.	Barlow	23 019
416.	Sanders	22 900
417.	Mohamed	22 899
418.	Kenny	22 890
419.	Baldwin	22 874
420.	Mcgrath	22 829
421.	Thornton	22 826
422.	Joyce	22 785
423.	Blair	22 753
424.	Whitehouse	22 738
425.	Weaver	22 632
426.	Shepherd	22 625
427.	Whitehead	22 599
428.	Little	22 553
429.	Cullen	22 514
430.	Burrows	22 500
431.	Mcfarlane	22 363
432.	Sinclair	22 331
433.	Swift	22 325
434.	Fleming	22 158
435.	Buckley	22 057
436.	Welch	21 987
437.	Vaughan	21 978
438.	Bradshaw	21 921
439.	Naylor	21 852
440.	Summers	21 736
441.	Briggs	21 724
442.	Schofield	21 676
443.	Osborne	21 632
444.	Coles	21 620
445.	Akhtar	21 618
446.	Cassidy	21 602
447.	Rossi	21 573
448.	Giles	21 572
449.	Whittaker	21 494
450.	Herbert	21 408
451.	Hicks	21 352
452.	Bourne	21 308
453.	Faulkner	21 289
454.	Weston	21 250
455.	Oneill	21 225
456.	Bray	21 149
457.	Humphrey	21 078
458.	Spence	21 065
459.	Partridge	21 048
460.	Johns	21 025
461.	Morley	20 955
462.	Welsh	20 915
463.	Kaye	20 900
464.	Bush	20 855
465.	Rooney	20 841
466.	Craig	20 837
467.	Fitzgerald	20 823
468.	Gardiner	20 782
469.	Whittle	20 780
470.	Laing	20 752
471.	Pollard	20 674
472.	Mccann	20 633
473.	Wilkes	20 512
474.	Drew	20 468
475.	Armitage	20 465
476.	Bright	20 458
477.	Hills	20 430
478.	English	20 350
479.	Devlin	20 330
480.	Winter	20 310
481.	Howarth	20 292
482.	Horne	20 287
483.	Singleton	20 168
484.	Lovell	20 132
485.	Best	20 117
486.	Kavanagh	20 083
487.	Appleton	20 021
488.	Gibbs	19 963
489.	Rawlings	19 889
490.	Mckenna	19 854
491.	Turnbull	19 851
492.	Bernard	19 673
493.	Stanton	19 581
494.	Kirby	19 556
495.	Wills	19 365
496.	Carey	19 272
497.	Sawyer	19 198
498.	Crossley	19 152
499.	Piper	19 148
500.	Joseph	19 077
501.	Fenton	19 070
502.	Bruce	19 031
503.	Connor	18 995
504.	Reeves	18 965
505.	Norris	18 932
506.	Needham	18 912
507.	Firth	18 871
508.	Clarkson	18 815
509.	Dyer	18 737
510.	Brookes	18 724
511.	Townsend	18 703
512.	Cairns	18 682
513.	Guest	18 557
514.	Wallis	18 532
515.	Thorpe	18 509
516.	Parkinson	18 340
517.	Sykes	18 328
518.	Lees	18 314
519.	Gale	18 296
520.	Blackburn	18 287
521.	Holloway	18 258
522.	Hurst	18 233
523.	Mcintosh	18 230
524.	Smyth	18 203
525.	Conway	18 175
526.	Bowman	18 159
527.	Mclaughlin	18 152
528.	Senior	18 118
529.	Bassett	18 112
530.	Collier	18 110
531.	Corbett	18 090
532.	Heaton	18 088
533.	Curry	18 069
534.	Humphries	18 051
535.	Copeland	18 018
536.	Fitzpatrick	17 959
537.	Sloan	17 952
539.	Archer	17 944
540.	Hough	17 913
541.	Ireland	17 908
542.	Tomlinson	17 878
543.	Edge	17 828
544.	Burt	17 793
545.	Stokes	17 792
546.	Cope	17 778
547.	Tanner	17 775
548.	Chandler	17 759
549.	Tyler	17 735
550.	Goodman	17 698
551.	Mckay	17 639
552.	Wickens	17 568
553.	Horton	17 489
554.	Stacey	17 457
555.	Skinner	17 321
556.	Shields	17 267
557.	Reeve	17 260
558.	Mccallum	17 237
559.	Noble	17 227
560.	Whyte	17 220
561.	Barr	17 198
562.	Muir	17 136
563.	Kane	17 128
564.	Simons	17 123
565.	Cannon	17 075
566.	Pope	17 071
567.	Barry	17 039
568.	Mckenzie	17 034
569.	England	17 002
570.	Dalton	16 956
571.	Hanson	16 954
572.	Mccormack	16 895
573.	Rahman	16 869
574.	Philip	16 836
575.	Marriott	16 746
576.	Barclay	16 720
577.	Simon	16 672
578.	Logan	16 671
579.	Farrow	16 653
580.	Hood	16 649
581.	Flower	16 646
582.	Matthams	16 636
583.	Wardle	16 635
584.	Sims	16 612
585.	Woodcock	16 584
586.	Crowther	16 557
587.	Waters	16 555
588.	Mooney	16 553
589.	Gould	16 512
590.	Malone	16 479
591.	Peacock	16 474
592.	Gunn	16 446
593.	Mcneill	16 424
594.	Davie	16 398
595.	Donald	16 397
596.	Healy	16 378
597.	Mcgill	16 370
598.	Hutton	16 320
599.	Neal	16 304
